artistID,weight
811,17151
786,17142
1196,17125
1946,17118
2691,17096
1155,17092
4781,17092
629,17068
181,16937
450,16857
1627,16848
554,16810
519,16794
877,16765
3748,16729
1073,16706
1707,16658
2136,16649
2265,16625
356,16612
1535,16601
1182,16581
3940,16561
2959,16561
1670,16544
2637,16533
4880,16516
426,16506
1216,16477
2300,16360
170,16324
909,16320
2627,16312
241,16307
471,16155
5988,16116
955,16071
1350,16069
510,16056
2214,16035
867,16022
6724,16004
5391,15952
1123,15947
924,15946
54,15927
1992,15888
3317,15883
9187,15843
1300,15772
1788,15704
1545,15692
467,15661
1475,15647
297,15634
758,15627
420,15615
6257,15613
57,15611
1449,15593
364,15591
5000,15570
2652,15557
359,15533
6376,15473
2242,15418
1988,15413
312,15405
3488,15351
14986,15345
13182,15335
2101,15289
462,15267
25,15166
744,15119
186,15113
910,15087
174,15030
531,15014
2775,14994
1547,14991
2546,14926
101,14907
3333,14885
5175,14856
7340,14846
278,14813
3902,14810
2607,14790
2022,14766
2206,14748
1413,14723
2542,14721
617,14713
1731,14712
3774,14704
8589,14703
949,14694
8710,14654
1183,14646
322,14610
2605,14601
874,14566
1678,14557
2025,14536
2787,14523
309,14522
3700,14521
1019,14519
1052,14512
2562,14474
2576,14445
1040,14434
2478,14382
1046,14348
484,14332
708,14327
3575,14320
1892,14308
1700,14307
1458,14305
6453,14303
3259,14268
93,14259
824,14254
644,14234
875,14220
1704,14209
2734,14203
6773,14194
2467,14191
1527,14163
2572,14157
2847,14116
211,14090
1366,14087
14987,14082
2236,14024
2654,13988
1201,13975
2252,13960
785,13906
880,13896
1710,13894
3028,13892
3373,13873
39,13816
2176,13813
4923,13806
1857,13762
8292,13759
246,13716
1384,13693
1645,13661
712,13640
2018,13569
1167,13520
1038,13504
5149,13501
2543,13498
1193,13473
1580,13461
400,13418
1745,13415
1609,13407
1863,13405
1463,13401
4716,13363
3763,13340
11236,13300
722,13295
1453,13234
2632,13229
2667,13226
1943,13178
1650,13151
4118,13112
1519,13084
2426,13075
2369,13068
1066,13036
6836,12951
5150,12933
3097,12876
61,12833
4308,12828
3264,12812
202,12799
1401,12773
620,12753
2963,12723
459,12715
6626,12714
6120,12661
2226,12615
1874,12565
6375,12554
2498,12551
6056,12531
15075,12520
3341,12486
3318,12471
2961,12451
1852,12430
3404,12425
1197,12422
6600,12353
946,12345
1689,12331
2704,12321
2442,12312
350,12292
2746,12266
4087,12255
9363,12242
2916,12200
886,12176
3176,12157
4934,12147
845,12115
6077,12086
3832,12076
937,12070
1890,12055
4225,12043
3754,12037
5844,12030
96,12008
2150,11969
2220,11936
205,11918
245,11867
1694,11865
434,11859
13351,11839
9761,11820
2424,11815
261,11769
75,11768
1957,11732
189,11728
3427,11703
2815,11701
2070,11689
2407,11637
1452,11628
1714,11576
447,11518
4189,11511
2436,11509
1426,11484
1806,11468
1936,11450
2038,11431
2479,11430
3621,11389
2938,11388
1456,11374
2030,11357
9716,11353
3685,11342
66,11316
438,11314
6618,11310
1425,11295
5605,11286
616,11264
460,11251
3475,11249
837,11244
3470,11216
3171,11203
1681,11191
3674,11156
235,11149
2582,11049
2906,11042
4165,11031
3769,11024
1295,11012
85,10998
5416,10997
76,10949
2744,10906
2439,10902
640,10896
1979,10882
1343,10875
3417,10861
5237,10822
2902,10801
8,10791
4625,10776
2839,10768
3588,10765
2352,10754
1778,10741
1113,10738
18122,10726
818,10722
2444,10670
1804,10651
1709,10648
13038,10647
2580,10646
1338,10643
2535,10640
4917,10627
947,10599
968,10577
8366,10574
835,10547
4616,10506
2797,10505
7650,10490
609,10476
3240,10468
3707,10462
1878,10456
2035,10450
1990,10447
4115,10419
3078,10401
860,10379
2380,10373
11999,10370
5032,10354
4313,10340
11230,10332
5746,10310
3173,10309
5547,10282
1793,10264
516,10234
5966,10231
4883,10228
585,10218
727,10199
3281,10193
1969,10193
494,10180
1950,10179
1351,10162
13416,10149
610,10139
11030,10134
1298,10125
1534,10122
1427,10110
3481,10098
396,10086
2716,10078
814,10065
2794,10040
1807,10035
3466,10032
4166,10011
999,10010
4435,10007
8071,10007
4226,10004
2653,9997
9665,9975
1971,9968
2247,9959
2735,9941
6298,9935
2668,9929
3988,9928
3302,9848
2430,9848
3568,9845
1202,9843
4550,9835
5217,9812
842,9804
4255,9801
4920,9799
515,9786
1910,9771
7054,9762
4384,9757
3945,9751
1824,9750
1192,9744
5549,9730
2137,9716
1833,9714
421,9706
1261,9670
2617,9670
4385,9669
3691,9660
276,9652
1620,9649
2843,9633
3947,9630
1963,9627
9,9621
8281,9615
4025,9611
12,9564
3921,9563
1222,9562
2301,9506
8047,9502
1879,9498
258,9498
6622,9498
1994,9490
2554,9482
15347,9453
1747,9433
4487,9420
891,9412
514,9409
2309,9408
3729,9404
1198,9381
2614,9380
68,9357
4562,9357
11139,9354
3357,9340
3237,9338
2143,9334
5375,9326
2473,9316
1622,9305
2944,9290
3997,9290
631,9283
32,9256
1947,9255
809,9244
2453,9234
2923,9223
1461,9212
2983,9192
2673,9192
530,9185
1491,9144
10526,9124
911,9117
3788,9117
13645,9108
1231,9101
8367,9097
4155,9084
797,9083
3767,9069
3236,9038
1105,9037
840,8993
3460,8976
5969,8969
1814,8969
15,8963
3892,8961
476,8961
1349,8949
3184,8905
2738,8902
4003,8864
4626,8833
2645,8808
621,8806
11379,8796
3249,8772
183,8747
4704,8736
3753,8734
253,8728
2990,8727
5236,8699
4271,8687
19,8685
445,8673
9677,8665
1164,8658
5089,8650
5960,8648
8282,8643
4627,8636
2370,8635
1241,8633
287,8630
1787,8627
1795,8625
2500,8600
1134,8587
36,8570
3413,8564
2855,8561
5414,8554
1766,8518
3084,8513
6696,8511
7152,8486
1732,8460
730,8451
1870,8447
3444,8427
612,8415
6390,8395
4156,8387
1389,8387
334,8372
2586,8350
10993,8348
2574,8345
5926,8324
15927,8320
6046,8317
7157,8317
266,8316
2836,8313
3378,8310
1433,8299
3400,8289
1797,8268
15218,8267
2606,8255
3191,8248
1489,8247
2676,8245
769,8236
3308,8235
2062,8231
2984,8219
3367,8214
8347,8192
5459,8180
443,8167
1775,8161
2130,8147
1905,8140
943,8140
2131,8138
522,8135
4823,8135
18123,8131
463,8120
8027,8093
1981,8091
3074,8082
1859,8077
1059,8070
201,8066
2425,8056
7147,8053
6391,8019
393,8019
2,8012
2616,8011
1708,8010
12820,8006
1977,7994
1888,7993
2192,7981
8705,7979
4822,7973
2801,7958
3260,7949
2618,7945
7655,7943
4707,7939
3244,7938
1590,7936
2660,7932
804,7929
892,7922
419,7901
8283,7893
1836,7887
1112,7878
9261,7875
2629,7870
80,7853
4736,7851
6776,7844
491,7834
539,7833
12046,7832
912,7827
9666,7819
3558,7811
638,7804
2747,7797
2045,7796
4044,7793
380,7788
6428,7775
8854,7768
13039,7763
7324,7745
1150,7717
834,7699
10871,7666
2469,7664
4208,7663
7260,7655
2978,7649
899,7646
1768,7624
8459,7620
1306,7613
4918,7611
5437,7608
1782,7594
4123,7592
4779,7571
12356,7566
6463,7564
3183,7561
4565,7554
1405,7553
606,7548
7661,7546
3570,7543
2100,7538
427,7522
4971,7514
4179,7506
17935,7500
1614,7494
18205,7494
7079,7491
3617,7488
3886,7474
1163,7471
4170,7464
4316,7461
2013,7456
2398,7437
1364,7434
3920,7431
11217,7425
12384,7423
3765,7411
1901,7406
864,7400
4092,7383
1511,7382
388,7379
4058,7377
1965,7362
2372,7349
2024,7343
17936,7342
4074,7331
3893,7326
2533,7322
3884,7314
2463,7251
1257,7246
6906,7245
2089,7238
1958,7237
100,7218
4129,7215
4474,7214
4696,7209
1260,7207
2204,7198
6728,7191
8707,7184
4793,7175
3946,7175
3187,7170
91,7163
9681,7152
3082,7151
11936,7147
2901,7144
1978,7121
8264,7115
496,7112
8390,7110
5574,7097
3737,7095
1781,7088
1688,7080
7414,7079
575,7064
3732,7059
3332,7056
3289,7054
2941,7042
14840,7019
1486,7016
4346,7002
9629,6999
5067,6987
454,6986
1347,6980
5197,6967
18124,6962
5382,6953
3749,6945
369,6937
8155,6932
2587,6928
6151,6925
3430,6920
4350,6920
1521,6908
2031,6894
1277,6891
2702,6887
1465,6886
1156,6885
5306,6883
521,6881
2121,6877
652,6877
1596,6870
408,6867
4260,6855
4196,6846
8309,6834
980,6833
4994,6829
2853,6829
17792,6823
3320,6798
5767,6798
5235,6788
14750,6786
6448,6765
1729,6764
3025,6756
6439,6749
5614,6740
5249,6730
3747,6727
3760,6722
3032,6713
6137,6712
4180,6709
2419,6706
17793,6704
2610,6700
4069,6699
9233,6684
905,6673
1397,6656
2470,6645
1771,6644
956,6634
5441,6630
3354,6622
12168,6620
2475,6619
2818,6617
7078,6615
3431,6612
2956,6600
3375,6595
2556,6590
9667,6574
5678,6569
2449,6564
2600,6563
13735,6561
787,6559
1303,6556
696,6545
5890,6537
5636,6526
5961,6524
3432,6521
390,6520
3279,6517
10615,6513
9734,6507
1659,6496
103,6495
2573,6483
2790,6481
11412,6475
5934,6467
2973,6465
981,6443
1094,6438
4432,6428
271,6426
2468,6423
1194,6422
4504,6420
1881,6417
3105,6413
975,6391
6543,6372
3319,6370
2429,6365
5962,6359
3053,6357
4850,6345
5698,6345
14631,6342
669,6337
1636,6326
9452,6317
3205,6317
13981,6303
4348,6302
6389,6298
1103,6293
1790,6292
6048,6290
3238,6283
4810,6282
7241,6280
794,6258
3186,6258
1132,6255
2552,6246
6452,6244
5247,6242
871,6242
2088,6235
885,6226
15529,6220
6759,6212
6602,6210
565,6204
10900,6200
4496,6193
1718,6193
831,6192
1064,6190
3104,6187
4495,6187
2655,6185
1281,6185
2621,6180
11463,6178
1913,6177
2821,6171
2454,6167
10527,6166
4218,6160
10185,6148
825,6145
3398,6127
1893,6126
3827,6125
13040,6110
4168,6097
2493,6096
17794,6085
10685,6081
2281,6067
5310,6067
5660,6062
619,6055
3543,6052
6132,6052
3948,6049
2364,6048
7639,6048
2151,6046
1557,6043
7525,6037
3928,6034
1481,6031
1786,6031
3491,6029
1270,6022
457,6007
7442,6006
7678,5989
2472,5988
4251,5986
2134,5985
379,5981
580,5980
1767,5975
1952,5970
2341,5969
4365,5967
2184,5965
3509,5963
5425,5955
2222,5952
3503,5949
3620,5947
6730,5945
8659,5938
1159,5937
2970,5933
3030,5926
7935,5922
354,5921
1641,5920
1837,5919
1297,5909
1941,5905
397,5901
1919,5894
10897,5891
832,5874
3598,5860
3456,5855
5045,5854
6006,5848
11177,5839
1895,5834
2698,5831
151,5831
2541,5812
7665,5812
1292,5800
2000,5798
572,5790
6016,5790
270,5787
7426,5784
1067,5779
5638,5775
1914,5768
4750,5767
7660,5753
1135,5750
3500,5749
1432,5744
13982,5732
3612,5719
4105,5713
2962,5712
4557,5709
9679,5701
1654,5699
3328,5690
2079,5687
6159,5687
1348,5685
3425,5676
8656,5666
1813,5657
3193,5652
1595,5650
2019,5636
2921,5630
7056,5630
6865,5615
17795,5601
2824,5593
474,5585
3288,5583
1057,5576
9699,5576
1337,5575
6377,5571
5745,5571
971,5570
9678,5565
881,5559
1148,5553
10621,5544
2842,5530
13558,5529
945,5527
11055,5515
2491,5513
4174,5512
4051,5498
839,5498
2133,5494
62,5491
9668,5489
10108,5489
1764,5487
1923,5482
1517,5480
7533,5470
2559,5468
3063,5468
3355,5462
1146,5460
900,5448
5126,5445
4498,5444
1429,5442
8853,5438
4130,5428
8718,5427
7781,5424
3780,5421
4444,5414
627,5410
578,5404
2097,5403
6191,5402
7243,5400
2936,5399
3563,5378
422,5377
3797,5374
977,5374
1528,5373
4223,5368
5297,5357
2486,5357
6397,5349
7328,5348
4620,5342
11859,5342
6678,5340
3562,5339
1696,5329
8286,5322
9485,5313
6231,5310
11852,5308
4831,5304
2402,5297
1889,5289
18206,5279
1344,5277
8802,5266
236,5264
8713,5264
10677,5261
8676,5259
3364,5255
3399,5254
4773,5247
2723,5244
399,5229
4628,5227
1093,5226
6241,5225
2289,5221
2298,5221
5036,5216
6205,5213
1021,5211
1276,5211
1686,5210
4629,5208
3124,5206
14071,5205
4817,5204
219,5203
14444,5188
4369,5187
3719,5176
2939,5176
5928,5174
3648,5172
3285,5171
8072,5161
13854,5151
3712,5140
4103,5136
4834,5130
1076,5128
5950,5122
6505,5120
3206,5120
770,5119
5674,5109
5487,5108
1353,5100
9823,5099
4732,5097
4125,5094
10016,5090
13041,5089
4022,5089
4437,5087
1727,5085
10969,5083
2736,5081
6,5080
27,5076
1533,5075
3442,5065
963,5062
569,5053
6293,5052
1954,5051
4459,5045
3542,5045
5153,5043
2871,5035
3034,5034
4818,5030
6378,5026
699,5024
8370,5022
1522,5019
9888,5017
1861,5016
8284,5015
10717,5005
4311,5001
5358,4997
4497,4988
5464,4987
6282,4979
1189,4964
5186,4962
5615,4958
6297,4957
11718,4952
2381,4947
919,4940
4188,4938
1551,4934
2788,4932
178,4931
10535,4928
5789,4923
1079,4919
2392,4919
11796,4913
2474,4912
11294,4910
1385,4904
11232,4900
6245,4893
2664,4890
9796,4889
5266,4883
3026,4879
17796,4871
3966,4865
4488,4863
5666,4863
3322,4857
1640,4848
1885,4844
2671,4841
5099,4829
2639,4821
5255,4811
2047,4808
12002,4808
3740,4802
2982,4800
17653,4799
1706,4795
4108,4793
1897,4781
9082,4779
3127,4759
2363,4758
3777,4756
3019,4755
1441,4739
1443,4739
4706,4739
2029,4739
3667,4738
3490,4736
4024,4733
4502,4729
6733,4729
4460,4726
3730,4722
2803,4719
782,4714
4029,4708
3071,4700
4774,4698
1918,4689
2271,4686
6887,4681
3576,4678
1085,4677
3741,4676
194,4670
13947,4669
10989,4669
17797,4661
1380,4655
4136,4649
8592,4646
1213,4646
15370,4640
10429,4635
1985,4635
8945,4635
6631,4631
11550,4627
10956,4625
8350,4624
2893,4616
1084,4614
1738,4613
2681,4611
8285,4611
13042,4607
2440,4606
9684,4606
7831,4603
17630,4603
409,4596
1226,4589
3307,4585
2471,4581
1450,4578
2428,4567
40,4561
5172,4557
14801,4546
5452,4543
3714,4539
2432,4530
11229,4521
4820,4518
3901,4518
6910,4517
6289,4511
4428,4507
3584,4504
4375,4504
200,4501
3613,4500
1725,4496
12585,4493
4440,4492
2312,4486
6203,4478
5071,4473
6542,4471
2861,4468
1796,4466
6052,4465
4790,4462
4436,4447
6196,4446
18575,4444
1111,4444
3705,4444
1399,4443
3455,4442
6824,4436
1980,4435
1816,4433
1568,4433
3132,4432
4630,4431
5639,4426
9932,4425
10069,4420
2350,4415
18125,4415
5439,4414
4693,4412
7707,4410
2443,4408
6885,4406
1143,4401
13846,4400
18558,4393
2711,4390
8109,4389
2591,4386
1937,4384
2737,4383
4983,4383
4811,4379
502,4378
13043,4375
989,4372
1264,4371
6202,4369
10640,4365
772,4362
895,4349
3027,4345
5833,4338
5027,4323
2657,4316
482,4315
6697,4315
1051,4314
1867,4310
6288,4305
17798,4303
1240,4302
6742,4301
9927,4294
3094,4292
3583,4291
3434,4291
3405,4287
576,4286
2987,4284
2783,4282
581,4275
1726,4271
2966,4270
879,4269
5074,4265
6182,4264
2448,4260
3676,4257
6385,4249
6287,4241
3313,4239
1703,4237
6429,4237
5313,4234
4543,4234
5427,4232
2844,4230
5536,4229
6098,4225
637,4223
3310,4221
2799,4221
5632,4212
901,4212
5157,4210
3863,4209
5754,4203
3301,4202
11018,4202
8068,4201
3314,4197
3164,4195
60,4194
7900,4191
5782,4189
13935,4187
4027,4184
3299,4180
1555,4177
3686,4173
2630,4173
13292,4172
777,4170
7822,4166
1800,4154
9902,4145
9087,4144
2656,4143
8728,4141
9079,4134
5925,4133
1502,4133
4837,4131
967,4129
11084,4119
216,4116
1789,4114
5041,4113
5423,4110
3239,4108
469,4103
95,4099
9344,4099
7874,4095
2699,4091
6765,4089
747,4088
6121,4084
12019,4078
9262,4078
16760,4077
3416,4077
2526,4072
10392,4071
2820,4069
3420,4069
10,4067
4980,4061
2628,4058
4442,4057
2663,4056
2111,4056
1342,4055
495,4053
11574,4052
3692,4048
1827,4039
1986,4033
1055,4032
720,4031
2021,4027
798,4025
763,4024
1763,4022
4532,4021
4491,4021
256,4021
4800,4016
3718,4014
3870,4011
862,4006
1835,4005
1883,4004
5785,3999
1147,3995
13053,3994
3080,3989
313,3985
10449,3983
17937,3982
3717,3978
944,3974
3197,3971
635,3969
17799,3967
4619,3966
3628,3966
2098,3962
2068,3959
4586,3958
5140,3954
2383,3953
6379,3953
3703,3952
8504,3951
1518,3951
4887,3950
2784,3944
2658,3939
6945,3934
2640,3932
1844,3931
12724,3929
7008,3928
7945,3927
2435,3926
4228,3922
1004,3922
4710,3921
583,3916
3646,3914
6739,3910
13045,3905
7881,3894
8073,3893
6128,3881
5948,3873
6769,3870
994,3868
10617,3867
8371,3864
3196,3859
4912,3859
15076,3858
3098,3858
5787,3857
2672,3848
1945,3847
17424,3843
4784,3842
16206,3833
4563,3831
3551,3829
7289,3822
1184,3821
18,3820
7876,3815
14692,3815
1825,3811
15778,3811
5168,3809
2082,3809
156,3802
90,3801
4922,3800
4036,3791
8866,3789
2366,3789
4713,3787
10038,3787
5790,3786
1711,3779
878,3778
15079,3771
18126,3771
6581,3765
2785,3765
4541,3762
3792,3761
6383,3759
660,3758
3266,3757
1543,3754
6382,3752
6772,3748
5228,3747
4618,3745
9737,3742
4936,3741
850,3736
4572,3729
11575,3728
7080,3728
5879,3726
2745,3723
6563,3720
17938,3719
4434,3719
10625,3719
8995,3717
6961,3715
3545,3715
8464,3709
2437,3708
3213,3707
759,3707
4802,3706
3627,3703
17800,3702
1253,3700
14441,3700
7047,3698
3043,3697
7835,3697
7743,3696
1054,3693
3949,3691
3670,3689
9669,3683
15077,3681
5100,3681
2823,3680
2665,3671
6901,3670
15078,3664
756,3662
2931,3659
3040,3655
2011,3654
2374,3649
4898,3648
11237,3648
6714,3645
5169,3645
6384,3640
4691,3637
6380,3635
8074,3634
6381,3634
12364,3632
73,3622
10461,3622
1666,3619
232,3619
5947,3619
5076,3616
13044,3614
2765,3614
11962,3609
2837,3609
2203,3605
7994,3602
6409,3597
8364,3597
5929,3595
2976,3586
8649,3577
754,3577
7408,3566
5202,3563
7449,3562
970,3561
5299,3559
4104,3559
5227,3557
4211,3557
2055,3550
12795,3546
5453,3545
2067,3545
7331,3541
7877,3539
3371,3537
3445,3535
6930,3534
2643,3533
9045,3531
15080,3524
5688,3523
852,3520
1469,3519
18434,3518
12020,3518
18559,3517
6621,3516
3865,3515
6232,3513
11087,3512
2487,3510
3637,3509
3087,3508
4499,3506
1791,3505
4742,3504
11794,3494
3230,3493
17753,3491
7170,3490
2154,3489
1906,3489
1820,3484
2362,3482
1457,3480
9960,3480
4984,3480
3497,3477
1438,3472
10797,3468
4099,3468
413,3464
2575,3463
12545,3462
6756,3460
6014,3459
13516,3458
6426,3451
820,3450
11598,3449
8274,3448
1096,3448
2927,3448
6226,3444
1299,3441
8790,3441
1882,3441
3681,3440
6790,3440
357,3439
10528,3435
6140,3433
17939,3430
6619,3430
12129,3430
896,3429
3528,3428
791,3427
7723,3427
8311,3427
2087,3423
2659,3415
5847,3414
1092,3413
2537,3407
2741,3407
3253,3406
6308,3405
3476,3403
7081,3399
9735,3399
2708,3397
2481,3397
4709,3395
1259,3390
4558,3389
3300,3382
14699,3380
10522,3376
4670,3375
3327,3374
17940,3372
5676,3368
3694,3366
3433,3366
2395,3362
8075,3360
10041,3358
8927,3355
2612,3353
13713,3351
14200,3351
2633,3350
8042,3345
4680,3345
6032,3344
1712,3341
1660,3339
1263,3338
5260,3336
9928,3335
1929,3334
7832,3333
3603,3332
14685,3332
9955,3331
5485,3330
346,3322
7708,3322
1811,3319
2579,3319
5675,3318
8076,3318
7419,3318
3029,3317
3119,3317
1069,3316
8832,3314
249,3313
3067,3310
2677,3309
3888,3308
18127,3307
3549,3306
5125,3305
10462,3303
17941,3301
3391,3301
2146,3297
2742,3295
2106,3295
8991,3295
5308,3291
4608,3289
10318,3287
8312,3281
14634,3278
8108,3276
778,3275
15213,3275
9208,3273
9680,3270
4631,3269
14092,3269
2375,3260
6189,3255
11393,3252
10407,3251
4833,3249
3112,3247
1000,3246
14686,3246
2898,3245
5791,3242
2601,3242
3469,3238
541,3236
6837,3233
7390,3231
3548,3229
1423,3227
2988,3225
5429,3225
2739,3225
4096,3223
6065,3223
4037,3222
6249,3221
1553,3219
6294,3218
175,3217
3272,3207
18435,3206
3557,3201
2183,3197
6886,3196
1503,3195
3927,3191
9122,3190
2595,3187
3745,3187
8242,3186
376,3185
5667,3184
1760,3184
11303,3183
1817,3179
7352,3179
9900,3176
7878,3175
8192,3172
1652,3171
6392,3169
4560,3168
10418,3168
3304,3168
2071,3167
12311,3163
1117,3162
6350,3162
3743,3162
3106,3162
2641,3160
13046,3160
3129,3157
8368,3152
6708,3150
3744,3146
4489,3146
6562,3146
1891,3145
3464,3144
4171,3139
4617,3138
10608,3136
4252,3136
2662,3132
5600,3128
4865,3127
2104,3126
12680,3123
1190,3115
6187,3112
2059,3112
5913,3111
4564,3110
6789,3109
1204,3109
3817,3107
4988,3106
1485,3101
2415,3100
12406,3099
4291,3099
5631,3099
3871,3099
6146,3095
2558,3094
10901,3091
2771,3085
1332,3085
9685,3082
10214,3080
1776,3080
10613,3076
15081,3074
2864,3074
14443,3073
2638,3073
890,3073
315,3071
1949,3069
9652,3067
6194,3062
10080,3059
2459,3059
2455,3054
2264,3054
1374,3043
3011,3042
3858,3040
11979,3039
3544,3039
737,3038
2669,3034
4830,3032
8422,3031
807,3030
9567,3030
